address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"300 3rd St # 600, San Francisco, CA 94107",1,1,0,zillow_sf,http://www.zillow.com/homedetails/300-3rd-St-600-San-Francisco-CA-94107/2121435772_zpid/,-122.399,37.7835,7.1333,,,1,,rental,3000,open,,,2012-02-15,Yerba Buena,19,SF
"2103 Ellis St, San Francisco, CA 94115",2,1,0,zillow_sf,http://www.zillow.com/homedetails/2103-Ellis-St-San-Francisco-CA-94115/2118311375_zpid/,-122.441,37.7813,67.5664,1924,0,1,,rental,4999,closed,17,2015-10-04,2015-09-17,Anza Vista,2,SF
"480 Mission Bay Blvd N, San Francisco, CA 94158",2,2,1350,zillow_sf,http://www.zillow.com/homedetails/480-Mission-Bay-Blvd-N-San-Francisco-CA-94158/2115695534_zpid/,-122.389,37.7707,2.09847,,,1,,rental,6500,closed,16,2015-10-01,2015-09-15,Mission Bay,48,SF
"857 Church St APT 3, San Francisco, CA 94114",1,1,830,zillow_sf,http://www.zillow.com/homedetails/857-Church-St-APT-3-San-Francisco-CA-94114/2113996511_zpid/,-122.428,37.7571,56.3013,,,1,,rental,4000,open,,,2015-09-10,Eureka Valley / Dolores Heights,16,SF
"263 Vienna St, San Francisco, CA 94112",2,1,875,zillow_sf,http://www.zillow.com/homedetails/263-Vienna-St-San-Francisco-CA-94112/15169173_zpid/,-122.427,37.724,111.37,,,1,,rental,2900,closed,6,2015-10-08,2015-10-02,Excelsior,17,SF
"2550-A Sutter St, San Francisco, CA 94115",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/2550-A-Sutter-St-San-Francisco-CA-94115/2109513440_zpid/,-122.442,37.7849,52.6082,,0,1,,rental,6495,closed,85,2015-10-28,2015-08-04,Lower Pacific Heights,42,SF
"4390 17th St, San Francisco, CA 94114",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/4390-17th-St-San-Francisco-CA-94114/15128148_zpid/,-122.443,37.7622,96.5048,1900,0,1,,rental,4800,closed,26,2015-10-28,2015-10-02,Corona Heights,10,SF
"Shakespeare St San Francisco, CA 94112",3,2,121,zillow_sf,http://www.zillow.com/homedetails/Shakespeare-St-San-Francisco-CA-94112/2128811723_zpid/,-122.464,37.7089,122.25,,,1,,rental,945,open,,,2015-05-19,Outer Mission,58,SF
"1639 15th Ave, San Francisco, CA 94122",4,2,2281,zillow_sf,http://www.zillow.com/homedetails/1639-15th-Ave-San-Francisco-CA-94122/15109577_zpid/,-122.473,37.7569,152.94,1977,1,1,,rental,5680,closed,36,2015-10-28,2015-09-22,Golden Gate Heights,24,SF
"8 Sea Cliff Ave, San Francisco, CA 94121",4,3,3840,zillow_sf,http://www.zillow.com/homedetails/8-Sea-Cliff-Ave-San-Francisco-CA-94121/15088583_zpid/,-122.485,37.7892,23.963,,,1,,rental,14000,open,,,2015-09-18,Sea Cliff,72,SF
"Ofarrell St San Francisco, CA 94109",0,1,400,zillow_sf,http://www.zillow.com/homedetails/Ofarrell-St-San-Francisco-CA-94109/2106160953_zpid/,-122.419,37.7851,34.5974,,,1,,rental,2375,open,,,2015-09-17,Downtown,14,SF
"326 Eureka St, San Francisco, CA 94114",1,1,836,zillow_sf,http://www.zillow.com/homedetails/326-Eureka-St-San-Francisco-CA-94114/123596753_zpid/,-122.438,37.7569,82.4832,,,1,,rental,3995,closed,3,2015-10-01,2015-09-28,Eureka Valley / Dolores Heights,16,SF
"855 Folsom St # LOFT, San Francisco, CA 94107",1,1,787,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-LOFT-San-Francisco-CA-94107/2105478794_zpid/,-122.402,37.7808,4.14183,2001,0,1,1,rental,3949,closed,15,2015-10-28,2015-10-13,Yerba Buena,19,SF
"1234 26th Ave, San Francisco, CA 94122",4,3,2250,zillow_sf,http://www.zillow.com/homedetails/1234-26th-Ave-San-Francisco-CA-94122/15101784_zpid/,-122.484,37.7644,62.1603,1926,0,1,,rental,5500,closed,394,2015-10-28,2014-09-29,Central Sunset,8,SF
"260 King St, San Francisco, CA 94107",2,2,1488,zillow_sf,http://www.zillow.com/homedetails/260-King-St-San-Francisco-CA-94107/2105258395_zpid/,-122.394,37.7774,4.24204,2004,0,1,,rental,5400,closed,20,2015-10-28,2015-10-08,South Beach,74,SF
"31 Navajo Ave, San Francisco, CA 94112",4,2,1800,zillow_sf,http://www.zillow.com/homedetails/31-Navajo-Ave-San-Francisco-CA-94112/15188527_zpid/,-122.444,37.7197,53.857,1929,0,1,,rental,4890,closed,42,2015-10-28,2015-09-16,Mission Terrace,50,SF
"2261 Fulton St # A, San Francisco, CA 94117",1,1,0,zillow_sf,http://www.zillow.com/homedetails/2261-Fulton-St-A-San-Francisco-CA-94117/2104066795_zpid/,-122.454,37.7746,100.178,,0,1,,rental,3575,closed,6,2015-10-04,2015-09-28,North Panhandle,55,SF
"21 Mayfair Dr, San Francisco, CA 94118",2,1,0,zillow_sf,http://www.zillow.com/homedetails/21-Mayfair-Dr-San-Francisco-CA-94118/2103995739_zpid/,-122.45,37.786,87.2128,,,1,,rental,5300,open,,,2015-09-12,Jordan Park / Laurel Heights,37,SF
"965 Folsom St, San Francisco, CA 94107",2,1,1900,zillow_sf,http://www.zillow.com/homedetails/965-Folsom-St-San-Francisco-CA-94107/2103407698_zpid/,-122.404,37.779,3.74669,,,1,,rental,11950,open,,,2015-09-04,South of Market,75,SF
"45th Ave San Francisco, CA 94116",3,1,1150,zillow_sf,http://www.zillow.com/homedetails/45th-Ave-San-Francisco-CA-94116/2105264419_zpid/,-122.504,37.7437,27.2247,1946,0,1,,rental,3400,closed,36,2015-10-28,2015-09-22,Outer Parkside,59,SF
"1541 Filbert St APT 5, San Francisco, CA 94123",3,2,1600,zillow_sf,http://www.zillow.com/homedetails/1541-Filbert-St-APT-5-San-Francisco-CA-94123/2107285609_zpid/,-122.425,37.7991,26.6807,1962,0,1,,rental,9000,closed,32,2015-10-14,2015-09-12,Cow Hollow,11,SF
"1264 Pine St, San Francisco, CA 94109",3,1,2100,zillow_sf,http://www.zillow.com/homedetails/1264-Pine-St-San-Francisco-CA-94109/2104136187_zpid/,-122.417,37.7901,68.4919,,0,1,,rental,6500,open,,,2015-09-14,Downtown,14,SF
"530 Noe St, San Francisco, CA 94114",2,2,1000,zillow_sf,http://www.zillow.com/homedetails/530-Noe-St-San-Francisco-CA-94114/2101885247_zpid/,-122.433,37.7604,25.2879,,,1,,rental,5900,closed,19,2015-10-07,2015-09-18,Eureka Valley / Dolores Heights,16,SF
"3189 21st St, San Francisco, CA 94110",3,2,0,zillow_sf,http://www.zillow.com/homedetails/3189-21st-St-San-Francisco-CA-94110/2101835054_zpid/,-122.418,37.7569,18.1325,,0,1,,rental,5785,open,,,2015-09-04,Inner Mission,33,SF
"740 Head St, San Francisco, CA 94132",3,2,1450,zillow_sf,http://www.zillow.com/homedetails/740-Head-St-San-Francisco-CA-94132/15189538_zpid/,-122.464,37.7204,104.647,1964,0,1,,rental,4200,closed,29,2015-10-28,2015-09-29,Merced Heights,44,SF
"30 Blake St, San Francisco, CA 94118",2,1,1010,zillow_sf,http://www.zillow.com/homedetails/30-Blake-St-San-Francisco-CA-94118/15083575_zpid/,-122.451,37.7832,79.671,1900,0,1,,rental,4500,closed,43,2015-10-28,2015-09-15,Jordan Park / Laurel Heights,37,SF
"890 35th Ave, San Francisco, CA 94121",4,1,2360,zillow_sf,http://www.zillow.com/homedetails/890-35th-Ave-San-Francisco-CA-94121/15099939_zpid/,-122.495,37.7723,38.7035,,,1,,rental,4950,closed,,2015-10-09,,Outer Richmond,60,SF
"525 Greenwich St, San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/525-Greenwich-St-San-Francisco-CA-94133/2101179255_zpid/,-122.408,37.8025,44.6965,,,1,,rental,6000,open,,,2015-09-13,Telegraph Hill,78,SF
"Corbett Ave San Francisco, CA 94114",2,1,1111,zillow_sf,http://www.zillow.com/homedetails/Corbett-Ave-San-Francisco-CA-94114/2101174183_zpid/,-122.444,37.7578,132.18,,,1,,rental,5000,open,,,2015-09-09,Twin Peaks,79,SF
"1180 Broderick St APT 304, San Francisco, CA 94115",2,2,1500,zillow_sf,http://www.zillow.com/homedetails/1180-Broderick-St-APT-304-San-Francisco-CA-94115/2101163514_zpid/,-122.441,37.7809,72.9697,1986,0,3,,rental,5200,closed,21,2015-10-28,2015-10-07,Anza Vista,2,SF
"Kansas St San Francisco, CA 94107",1,1,967,zillow_sf,http://www.zillow.com/homedetails/Kansas-St-San-Francisco-CA-94107/2101154559_zpid/,-122.403,37.7577,69.3566,,0,1,,rental,4750,closed,9,2015-10-04,2015-09-25,Potrero Hill,67,SF
"2265 Fulton St, San Francisco, CA 94117",2,1,1113,zillow_sf,http://www.zillow.com/homedetails/2265-Fulton-St-San-Francisco-CA-94117/2101156885_zpid/,-122.454,37.7747,100.496,,,1,,rental,4600,closed,17,2015-10-09,2015-09-22,North Panhandle,55,SF
"Chestnut St San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101158853_zpid/,-122.411,37.8041,13.2475,,,1,,rental,6200,open,,,2015-09-11,North Beach,54,SF
"3701 Divisadero Street # FL 1ST, San Francisco, CA 94123",2,2,0,zillow_sf,http://www.zillow.com/homedetails/3701-Divisadero-Street-FL-1ST-San-Francisco-CA-94123/2101155236_zpid/,-122.444,37.8038,7.16316,,,1,,rental,5500,closed,20,2015-10-01,2015-09-11,Marina,43,SF
"1625 Pacific Ave APT 203, San Francisco, CA 94109",2,1,0,zillow_sf,http://www.zillow.com/homedetails/1625-Pacific-Ave-APT-203-San-Francisco-CA-94109/2101155247_zpid/,-122.422,37.7947,55.4144,,,2,,rental,4200,open,,,2015-09-11,Nob Hill,93,SF
"16th Ave San Francisco, CA 94116",3,2,0,zillow_sf,http://www.zillow.com/homedetails/16th-Ave-San-Francisco-CA-94116/2101154625_zpid/,-122.473,37.745,133.216,,0,1,,rental,9500,closed,23,2015-10-04,2015-09-11,Inner Parkside,34,SF
"438 Masonic Ave, San Francisco, CA 94118",1,1,1000,zillow_sf,http://www.zillow.com/homedetails/438-Masonic-Ave-San-Francisco-CA-94118/2101148181_zpid/,-122.447,37.7771,79.076,,,1,,rental,3400,closed,27,2015-10-09,2015-09-12,North Panhandle,55,SF
"721 Lakeview Ave, San Francisco, CA 94112",2,1,0,zillow_sf,http://www.zillow.com/homedetails/721-Lakeview-Ave-San-Francisco-CA-94112/2101145842_zpid/,-122.46,37.718,136.853,,0,1,,rental,3295,closed,21,2015-10-04,2015-09-13,Oceanview,57,SF
"38 Camp St # 38, San Francisco, CA 94110",3,2,1650,zillow_sf,http://www.zillow.com/homedetails/38-Camp-St-38-San-Francisco-CA-94110/2101138613_zpid/,-122.423,37.764,10.4919,2013,0,1,,rental,9000,open,,,2015-09-14,Mission Dolores,49,SF
"N View Ct San Francisco, CA 94109",4,3,0,zillow_sf,http://www.zillow.com/homedetails/N-View-Ct-San-Francisco-CA-94109/2101144916_zpid/,-122.422,37.8041,35.4467,,0,1,,rental,8995,closed,3,2015-10-04,2015-10-01,Russian Hill,70,SF
"499 33rd Ave APT 318, San Francisco, CA 94121",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/499-33rd-Ave-APT-318-San-Francisco-CA-94121/64972346_zpid/,-122.493,37.78,73.633,2004,0,3,,rental,8000,open,,,2015-09-15,Outer Richmond,60,SF
"16 Flint St, San Francisco, CA 94114",3,2,1401,zillow_sf,http://www.zillow.com/homedetails/16-Flint-St-San-Francisco-CA-94114/15127139_zpid/,-122.437,37.7643,79.0216,,,1,,rental,7500,open,,,2015-09-15,Corona Heights,10,SF
"150 Lombard St APT 150, San Francisco, CA 94111",2,2,0,zillow_sf,http://www.zillow.com/homedetails/150-Lombard-St-APT-150-San-Francisco-CA-94111/2101128950_zpid/,-122.404,37.8042,4.38465,1975,0,1,,rental,4500,closed,19,2015-10-04,2015-09-15,North Waterfront,56,SF
"315 Hyde St APT 503, San Francisco, CA 94109",0,1,0,zillow_sf,http://www.zillow.com/homedetails/315-Hyde-St-APT-503-San-Francisco-CA-94109/2101129057_zpid/,-122.416,37.7838,23.718,,0,5,,rental,3825,closed,19,2015-10-04,2015-09-15,Tenderloin,88,SF
"Arguello Blvd San Francisco, CA 94118",3,1,1040,zillow_sf,http://www.zillow.com/homedetails/Arguello-Blvd-San-Francisco-CA-94118/2101126760_zpid/,-122.459,37.7816,64.3418,,,1,,rental,5490,open,,,2015-09-16,Jordan Park / Laurel Heights,37,SF
"421 Arguello Blvd APT 202, San Francisco, CA 94118",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/421-Arguello-Blvd-APT-202-San-Francisco-CA-94118/2101118473_zpid/,-122.459,37.7827,63.6203,2012,0,2,,rental,5900,closed,14,2015-10-28,2015-10-14,Inner Richmond,35,SF
"421 Arguello Blvd APT 202, San Francisco, CA 94118",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/421-Arguello-Blvd-APT-202-San-Francisco-CA-94118/2101118473_zpid/,-122.459,37.7827,63.6203,2012,0,2,,rental,5900,closed,14,2015-10-28,2015-10-14,Jordan Park / Laurel Heights,37,SF
"185 Franklin St, San Francisco, CA 94102",2,1,900,zillow_sf,http://www.zillow.com/homedetails/185-Franklin-St-San-Francisco-CA-94102/2101118127_zpid/,-122.421,37.7758,17.7048,,,1,,rental,3200,closed,5,2015-10-03,2015-09-28,Hayes Valley,27,SF
"185 Franklin St, San Francisco, CA 94102",2,1,900,zillow_sf,http://www.zillow.com/homedetails/185-Franklin-St-San-Francisco-CA-94102/2101118127_zpid/,-122.421,37.7758,17.7048,,,1,,rental,3200,closed,5,2015-10-03,2015-09-28,Van Ness/Civic Center,80,SF
"Folsom St San Francisco, CA 94107",1,1,812,zillow_sf,http://www.zillow.com/homedetails/Folsom-St-San-Francisco-CA-94107/2101112430_zpid/,-122.401,37.7822,4.65819,,0,1,,rental,4200,closed,17,2015-10-04,2015-09-17,Yerba Buena,19,SF
"1742 Broderick St, San Francisco, CA 94115",4,2,2049,zillow_sf,http://www.zillow.com/homedetails/1742-Broderick-St-San-Francisco-CA-94115/2101104881_zpid/,-122.442,37.7866,55.237,,0,1,,rental,8500,closed,14,2015-10-19,2015-10-05,Lower Pacific Heights,42,SF
"364 Ulloa St, San Francisco, CA 94127",3,2,1381,zillow_sf,http://www.zillow.com/homedetails/364-Ulloa-St-San-Francisco-CA-94127/15133079_zpid/,-122.458,37.7418,163.98,1956,0,1,,rental,4400,open,,,2015-09-18,Forest Hills Extension,21,SF
"366 Eureka St, San Francisco, CA 94114",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/366-Eureka-St-San-Francisco-CA-94114/2101107502_zpid/,-122.438,37.7561,91.195,,,1,,rental,3950,open,,,2015-09-18,Eureka Valley / Dolores Heights,16,SF
539 Octavia Street #19,0,1,190,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-19/,-122.425,37.7773,21.7199,,,1,,rental,1700,closed,,2015-09-09,,Hayes Valley,27,SF
One Hawthorne Street #2H,2,2,1377,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-2h/,-122.399,37.7857,8.63035,,,2,,rental,5900,closed,,2015-10-04,,Yerba Buena,19,SF
"362 Jersey St, San Francisco, CA 94114",2,1,1352,zillow_sf,http://www.zillow.com/homedetails/362-Jersey-St-San-Francisco-CA-94114/15180192_zpid/,-122.433,37.7508,61.9098,,,1,,rental,4995,open,,,2014-08-20,Noe Valley,53,SF
"2078 Green St, San Francisco, CA 94123",2,2,1976,zillow_sf,http://www.zillow.com/homedetails/2078-Green-St-San-Francisco-CA-94123/15071955_zpid/,-122.433,37.7966,44.2592,1909,1,1,,rental,9000,open,,,2015-10-08,Cow Hollow,11,SF
"Lake St San Francisco, CA 94121",2,1,900,zillow_sf,http://www.zillow.com/homedetails/Lake-St-San-Francisco-CA-94121/2101099264_zpid/,-122.485,37.7858,43.4589,,0,1,,rental,3580,closed,3,2015-10-04,2015-10-01,Lake Street,38,SF
"846 30th Ave, San Francisco, CA 94121",3,2,1562,zillow_sf,http://www.zillow.com/homedetails/846-30th-Ave-San-Francisco-CA-94121/15099721_zpid/,-122.489,37.7733,46.7235,1931,0,1,,rental,5900,closed,12,2015-10-28,2015-10-16,Central Richmond,7,SF
"10th Ave San Francisco, CA 94118",2,1,1294,zillow_sf,http://www.zillow.com/homedetails/10th-Ave-San-Francisco-CA-94118/2101097608_zpid/,-122.469,37.7798,57.2283,,,1,,rental,3495,open,,,2015-09-18,Inner Richmond,35,SF
"570 20th Ave, San Francisco, CA 94121",2,1,1350,zillow_sf,http://www.zillow.com/homedetails/570-20th-Ave-San-Francisco-CA-94121/15095303_zpid/,-122.479,37.7771,48.1917,1922,0,1,,rental,3995,closed,19,2015-10-28,2015-10-09,Central Richmond,7,SF
"Market St San Francisco, CA 94114",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/Market-St-San-Francisco-CA-94114/2101096892_zpid/,-122.426,37.7696,35.2097,,,1,,rental,4995,open,,,2015-09-18,Duboce Triangle,15,SF
"Market St San Francisco, CA 94114",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/Market-St-San-Francisco-CA-94114/2101096892_zpid/,-122.426,37.7696,35.2097,,,1,,rental,4995,open,,,2015-09-18,Mission Dolores,49,SF
"Greenwich St San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/Greenwich-St-San-Francisco-CA-94133/2101096173_zpid/,-122.41,37.8023,28.3398,,,1,,rental,7000,closed,15,2015-10-04,2015-09-19,North Beach,54,SF
"1234 Howard St APT 5D, San Francisco, CA 94103",1,1,900,zillow_sf,http://www.zillow.com/homedetails/1234-Howard-St-APT-5D-San-Francisco-CA-94103/2101096322_zpid/,-122.413,37.776,11.0493,,,5,,rental,4499,open,,,2015-09-19,South of Market,75,SF
"2375 Francisco St, San Francisco, CA 94123",2,2,1750,zillow_sf,http://www.zillow.com/homedetails/2375-Francisco-St-San-Francisco-CA-94123/2101093902_zpid/,-122.444,37.8005,11.8821,,,1,,rental,6000,closed,9,2015-10-03,2015-09-24,Marina,43,SF
"Sea Cliff Ave San Francisco, CA 94121",4,3,3840,zillow_sf,http://www.zillow.com/homedetails/Sea-Cliff-Ave-San-Francisco-CA-94121/2101092200_zpid/,-122.488,37.7887,28.0938,1914,0,1,,rental,14000,closed,15,2015-10-04,2015-09-19,Sea Cliff,72,SF
"166 Middlefield Dr, San Francisco, CA 94132",4,3,1747,zillow_sf,http://www.zillow.com/homedetails/166-Middlefield-Dr-San-Francisco-CA-94132/15197962_zpid/,-122.486,37.7313,38.5509,,,1,,rental,6250,closed,12,2015-10-01,2015-09-19,Lake Shore,39,SF
"2260 Greenwich St, San Francisco, CA 94123",3,3,2000,zillow_sf,http://www.zillow.com/homedetails/2260-Greenwich-St-San-Francisco-CA-94123/2101095858_zpid/,-122.437,37.799,19.5425,,,1,,rental,7000,open,,,2015-09-19,Cow Hollow,11,SF
"2812 Diamond St, San Francisco, CA 94131",1,1,0,zillow_sf,http://www.zillow.com/homedetails/2812-Diamond-St-San-Francisco-CA-94131/2101095556_zpid/,-122.434,37.7343,58.8953,,0,1,,rental,3000,closed,3,2015-10-04,2015-10-01,Glen Park,23,SF
333 Fremont Street #806,1,1,712,climbsf_renting,http://www.climbsf.com/for-rent/333-fremont-st-806/,-122.393,37.7877,11.0817,,,8,,rental,3750,closed,10,2015-10-07,2015-09-27,South Beach,74,SF
1055 Mississippi Street,2,2,1498,climbsf_renting,http://www.climbsf.com/for-rent/1055-mississippi-st/,-122.393,37.7531,28.7601,,,1,,rental,5500,closed,13,2015-10-10,2015-09-27,Potrero Hill,67,SF
318 Main Street #3D,2,2,1100,climbsf_renting,http://www.climbsf.com/for-rent/318-main-st-3d/,-122.392,37.7891,4.97249,,,3,,rental,6895,open,,,2015-10-17,South Beach,74,SF
2125 Bryant Street #202,1,1,728,climbsf_renting,http://www.climbsf.com/for-rent/2125-bryant-st-202/,-122.41,37.7593,6.89281,,,2,1,rental,3700,closed,4,2015-10-01,2015-09-27,Inner Mission,33,SF
55 Page Street #614,1,1,865,climbsf_renting,http://www.climbsf.com/for-rent/55-page-st-614/,-122.422,37.774,13.962,,,6,1,rental,4475,closed,13,2015-10-10,2015-09-27,Hayes Valley,27,SF
318 Main Street #4E,1,2,1098,climbsf_renting,http://www.climbsf.com/for-rent/318-main-st-4e/,-122.392,37.7891,4.97249,,,4,,rental,5450,closed,6,2015-10-15,2015-10-09,South Beach,74,SF
333 First Street #1605,1,1,709,climbsf_renting,http://www.climbsf.com/for-rent/333-1st-st-1605/,-122.394,37.7872,16.2582,,,16,,rental,3950,closed,2,2015-10-30,2015-10-28,South Beach,74,SF
250 King Street #500,2,2,1219,climbsf_renting,http://www.climbsf.com/for-rent/250-king-st-500/,-122.393,37.7782,5.82981,,,5,1,rental,5300,open,,,2015-10-17,South Beach,74,SF
121 Steiner Street,3,1,1600,climbsf_renting,http://www.climbsf.com/for-rent/121-steiner-st/,-122.432,37.7703,48.3507,,,1,,rental,6500,closed,11,2015-10-10,2015-09-29,Hayes Valley,27,SF
301 Mission Street #8E,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-8e/,-122.396,37.7905,0.0,,,8,1,rental,6000,closed,,2015-10-04,,Yerba Buena,19,SF
177 Townsend Street #1131,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/177-townsend-st-1131/,-122.392,37.7792,6.34012,,,11,,rental,7500,closed,,2015-10-04,,South Beach,74,SF
1688 Wallace Avenue #201,2,2,843,climbsf_renting,http://www.climbsf.com/for-rent/1688-wallace-ave-201/,-122.393,37.7285,11.1084,,,2,,rental,2950,closed,,2015-10-03,,Bayview,4,SF
338 Spear Street #6C,1,1,842,climbsf_renting,http://www.climbsf.com/for-rent/338-spear-st-6c/,-122.391,37.7894,0.0,,,6,,rental,3975,open,,,2015-10-07,South Beach,74,SF
235 Berry Street #602,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/235-berry-st-602/,-122.394,37.7749,2.44738,,,6,,rental,5000,closed,7,2015-10-04,2015-09-27,South Beach,74,SF
601 4th Street #116,1,2,1502,climbsf_renting,http://www.climbsf.com/for-rent/601-4th-st-116/,-122.396,37.7783,2.92085,,,1,,rental,5600,closed,17,2015-10-14,2015-09-27,South Beach,74,SF
95 Bluxome Street,2,3,1552,climbsf_renting,http://www.climbsf.com/for-rent/95-bluxome-st/,-122.398,37.7761,2.65782,,,1,,rental,6950,closed,32,2015-10-29,2015-09-27,South of Market,75,SF
"855 Folsom St APT 318, San Francisco, CA 94107",1,1,838,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-APT-318-San-Francisco-CA-94107/58222920_zpid/,-122.402,37.781,4.13087,2001,0,3,1,rental,3995,open,,,2015-09-24,Yerba Buena,19,SF
"4308 21st St, San Francisco, CA 94114",2,1,1150,zillow_sf,http://www.zillow.com/homedetails/4308-21st-St-San-Francisco-CA-94114/15130487_zpid/,-122.439,37.7555,103.109,1893,0,1,,rental,7500,closed,13,2015-10-28,2015-10-15,Eureka Valley / Dolores Heights,16,SF
"2539 Clay St APT 5, San Francisco, CA 94115",2,2,1550,zillow_sf,http://www.zillow.com/homedetails/2539-Clay-St-APT-5-San-Francisco-CA-94115/15074539_zpid/,-122.435,37.7904,69.3867,1909,0,1,,rental,6995,open,,,2015-10-12,Pacific Heights,62,SF
"3179 Cesar Chavez, San Francisco, CA 94110",3,2,1625,zillow_sf,http://www.zillow.com/homedetails/3179-Cesar-Chavez-San-Francisco-CA-94110/15159678_zpid/,-122.413,37.7479,20.2428,1900,0,1,,rental,4650,open,,,2015-10-12,Bernal Heights,5,SF
"2023 17th Ave, San Francisco, CA 94116",2,1,1203,zillow_sf,http://www.zillow.com/homedetails/2023-17th-Ave-San-Francisco-CA-94116/15115600_zpid/,-122.474,37.7501,146.064,1928,0,1,,rental,4550,closed,38,2015-10-28,2015-09-20,Inner Parkside,34,SF
